"No.","Time","Source","Destination","Protocol","Length","Info"
"32","15.042454841","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"33","15.871995036","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"34","16.031988706","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"35","16.896003117","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"36","17.047459458","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"37","18.897122324","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"38","18.997277518","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"39","19.052222005","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"40","19.904006928","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"41","19.999990712","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"42","20.928002787","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"43","21.023990412","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"44","21.057185485","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"45","21.952069046","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"46","22.975996739","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"47","23.062021855","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"48","23.289062877","Cisco_d4:1c:0e","Cisco_d4:1c:0e","LOOP","60","Reply"
"49","24.000002934","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.40.1? Tell 172.16.41.1"
"50","24.000598192","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"51","25.027993645","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"52","25.066944897","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"53","26.047998842","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"54","27.071884003","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"55","29.005760859","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"56","29.076783997","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"57","30.015999452","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"58","31.039997476","HewlettP_d7:45:c4","Broadcast","ARP","42","Who has 172.16.1.1? Tell 172.16.41.1"
"59","31.081581325","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"60","33.086499199","Cisco_d4:1c:0e","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/41/30:37:a6:d4:1c:00  Cost = 0  Port = 0x800e"
"61","33.293893799","Cisco_d4:1c:0e","Cisco_d4:1c:0e","LOOP","60","Reply"
